seat_id,seat_name,url_for_checking,cand_name,cand_party,cand_party_short,cand_votes,total_votes,cand_vote_share_percent,cand_position
67,Babarpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0567.htm,Bhupender Yadav,Janhit Dal,JD,93,143244,0.1,7
67,Babarpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0567.htm,Shiv Kumar(Kake),Sarvodaya Prabhat Party,SPP,89,143244,0.1,8
67,Babarpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0567.htm,Manoj Kumar,Akhil Bharatiya Socialist Party,ABSP,76,143244,0.1,9
68,Gokalpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0568.htm,Surendra Kumar,Aam Aadmi Party,AAP,80504,166051,48.5,1
68,Gokalpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0568.htm,Praveen Nimesh,Bharatiya Janata Party,BJP,72297,166051,43.5,2
68,Gokalpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0568.htm,Ishwar Singh,Indian National Congress,CONG,5905,166051,3.6,3
68,Gokalpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0568.htm,Arvind Kumar,Aazad Samaj Party (Kanshi Ram),ASP(KR),3086,166051,1.9,4
68,Gokalpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0568.htm,Lal Singh,Bahujan Samaj Party,BSP,2562,166051,1.5,5
68,Gokalpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0568.htm,Nota,None of the Above,NA,601,166051,0.4,6
68,Gokalpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0568.htm,Atul Kumar,Swaraj Bhartiya Nyay Party,SBNP,339,166051,0.2,7
68,Gokalpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0568.htm,Dharamvir Singh,Peoples Party of India (Democratic),PPI(D),195,166051,0.1,8
68,Gokalpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0568.htm,Bir Sain,Bharatiya Sarvodaya Kranti Party,BSKP,145,166051,0.1,9
68,Gokalpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0568.htm,Sureshpal Jainth,Independent,Ind.,133,166051,0.1,10
68,Gokalpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0568.htm,Manjeet Singh,Jan Samuh Party,JSP,129,166051,0.1,11
68,Gokalpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0568.htm,Charan Singh Maliyan,Right to Recall Party,RRP,91,166051,0.1,12
68,Gokalpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0568.htm,Jagdish,Nationalist Congress Party,NCP,64,166051,0.0,13
69,Mustafabad,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0569.htm,Mohan Singh Bisht,Bharatiya Janata Party,BJP,85215,201161,42.4,1
69,Mustafabad,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0569.htm,Adeel Ahmad Khan,Aam Aadmi Party,AAP,67637,201161,33.6,2
69,Mustafabad,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0569.htm,Mohd. Tahir Hussain,All India Majlis-E-Ittehadul Muslimeen,AIMEIM,33474,201161,16.6,3
69,Mustafabad,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0569.htm,Ali Mehdi,Indian National Congress,CONG,11763,201161,5.8,4
69,Mustafabad,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0569.htm,Ashok Kumar,Bahujan Samaj Party,BSP,1223,201161,0.6,5
69,Mustafabad,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0569.htm,Nota,None of the Above,NA,455,201161,0.2,6
69,Mustafabad,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0569.htm,Dharam Pal,Bharatiya Sarvodaya Kranti Party,BSKP,391,201161,0.2,7
69,Mustafabad,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0569.htm,Asha Chaudhary,Bharatiya Sampuran Krantikari Party,BSKP,236,201161,0.1,8
69,Mustafabad,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0569.htm,Sagar Tanha,Peace Party,PP,227,201161,0.1,9
69,Mustafabad,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0569.htm,Vishal,Peoples Party of India (Democratic),PPI(D),192,201161,0.1,10
69,Mustafabad,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0569.htm,Mohd Usman Bakhsh,Rashtriya Janmorcha,RJ,151,201161,0.1,11
69,Mustafabad,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0569.htm,Jitender Kumar,Independent,Ind.,122,201161,0.1,12
69,Mustafabad,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0569.htm,Nasiruddin Gauri,Rashtriya Republican Party,RRP,75,201161,0.0,13
70,Karawal Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0570.htm,Kapil Mishra,Bharatiya Janata Party,BJP,107367,201084,53.4,1
70,Karawal Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0570.htm,Manoj Kumar Tyagi,Aam Aadmi Party,AAP,84012,201084,41.8,2
70,Karawal Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0570.htm,Dr. P.K. Mishra,Indian National Congress,CONG,3921,201084,1.9,3
70,Karawal Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0570.htm,Devendra Bhaiya,Bahujan Samaj Party,BSP,1887,201084,0.9,4
70,Karawal Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0570.htm,Ajay Singh Negi,Independent,Ind.,1006,201084,0.5,5
70,Karawal Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0570.htm,Nota,None of the Above,NA,709,201084,0.4,6
70,Karawal Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0570.htm,H.M. Hashim Malik,Social Democratic Party Of India,SDPOI,491,201084,0.2,7
70,Karawal Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0570.htm,Ashok Agarwal,Communist Party of India  (Marxist),CPI(M),457,201084,0.2,8
70,Karawal Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0570.htm,Prakash Chand,Bahujan Dravida Party,BDP,278,201084,0.1,9
70,Karawal Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0570.htm,Yogesh Swamy,Independent,Ind.,229,201084,0.1,10
70,Karawal Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0570.htm,Vishal Sharma,Independent,Ind.,173,201084,0.1,11
70,Karawal Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0570.htm,Sanjay Mishra (Sitaram),Nationalist Congress Party,NCP,165,201084,0.1,12
70,Karawal Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0570.htm,Seema,Peoples Party of India (Democratic),PPI(D),128,201084,0.1,13
70,Karawal Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0570.htm,Neeraj,New India United Party,NIUP,100,201084,0.0,14
70,Karawal Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0570.htm,Yogender,Bharatiya Sampuran Krantikari Party,BSKP,90,201084,0.0,15
70,Karawal Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0570.htm,Sandhiya Tiwari,Akhil Bharatiya Socialist Party,ABSP,71,201084,0.0,16
